,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,KEGG_id2,Substrates,Substrate Name,Substrate SMILE
2185,SMVACIDtex,simvastatin dihydroxy acid form diffusion extracellular to periplasm,None,None,None,None,None,None,['smvacid[e]'],['simvastatin dihydroxy acid form'],[None]
2186,SN38G_GLCAASEepp,"SN38 glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,None,"['h2o[p]', 'sn38g[p]']","['Water', 'SN38 glucuronide']","['O', 'CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC6C(C(C(C(O6)C(=O)O)O)O)O']"
2187,SN38Gtex,SN38 glucuronide diffusion extracellular to periplasm,None,None,None,None,None,None,['sn38g[e]'],['SN38 glucuronide'],['CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC6C(C(C(C(O6)C(=O)O)O)O)O']
2188,SN38tex,SN-38 diffusion extracellular to periplasm,None,None,None,None,None,None,['sn38[e]'],['SN-38'],['CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)O']
2189,SO4t2pp,"sulfate transport in via proton symport, periplasmatic",None,None,None,None,None,None,"['h[p]', 'so4[p]']","['proton', 'sulfate']","['[H+]', '[O-]S(=O)(=O)[O-]']"
2190,SO4tex,sulfate diffusion extracellular to periplasm,rxn09261,None,None,None,SO4tex; SO4ti; SUL1; SUL2; YGR125W,None,['so4[e]'],['sulfate'],['[O-]S(=O)(=O)[O-]']
2191,SPMDAT1,Spermidine acetyltransferase,rxn09264,MNXR104491,None,2.3.1.57,SPMDAT1; U61,None,"['accoa[c]', 'spmd[c]']","['Acetyl-CoA', 'Spermidine']","['CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'C(CCNCCCN)CN']"
2192,SPMDAT2,Spermidine acetyltransferase (N8),rxn09265,MNXR104492,None,"2.3.1.57, 2.6.1.29",SPMDAT2,None,"['accoa[c]', 'spmd[c]']","['Acetyl-CoA', 'Spermidine']","['CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'C(CCNCCCN)CN']"
2193,SPMDabcpp,"spermidine transport via ABC system, periplasmatic",None,None,None,None,None,None,"['atp[c]', 'h2o[c]', 'spmd[p]']","['ATP', 'Water', 'Spermidine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(CCNCCCN)CN']"
2194,SPMDtex,Spermidine diffusion extracellular to periplasm,rxn09266,None,None,None,SPMDtex; SPMDtex2,None,['spmd[e]'],['Spermidine'],['C(CCNCCCN)CN']
2195,SPODM,Superoxide Dismutase,rxn00206,MNXR104498,R00275,1.15.1.1,SOD; SODe; SODr; SPODM; SPODMpp,R00275,"['h[c]', 'o2s[c]']","['proton', 'superoxide']","['[H+]', '[O-][O]']"
2196,SPZ_GLC_GLCAASEepp,"Sulfinpyrazone Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,None,"['h2o[p]', 'spz_glc[p]']","['Water', 'Sulfinpyrazone Glucuronide']","['O', None]"
2197,SPZ_GLCtex,Sulfinpyrazone Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,None,['spz_glc[e]'],['Sulfinpyrazone Glucuronide'],[None]
2198,SPZ_SFN_GLC_GLCAASEepp,"Sulfinpyrazone Sulfone Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,None,"['h2o[p]', 'spz_sfn_glc[p]']","['Water', 'Sulfinpyrazone Sulfone Glucuronide']","['O', None]"
2199,SPZ_SFN_GLCtex,Sulfinpyrazone Sulfone Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,None,['spz_sfn_glc[e]'],['Sulfinpyrazone Sulfone Glucuronide'],[None]
2200,SPZ_SFNtex,Sulfinpyrazone Sulfone diffusion extracellular to periplasm,None,None,None,None,None,None,['spz_sfn[e]'],['Sulfinpyrazone Sulfone'],['C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)(=O)C4=CC=CC=C4']
2201,SPZtex,Sulfinpyrazone diffusion extracellular to periplasm,None,None,None,None,None,None,['spz[e]'],['Sulfinpyrazone'],['C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4']
2202,SRVt2pp,"Sorivudine transport in via proton symport, periplasmatic",None,None,None,None,None,None,"['h[p]', 'srv[p]']","['proton', 'Sorivudine']","['[H+]', 'C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C=CBr']"
2203,SRVtex,Sorivudine diffusion extracellular to periplasm,None,None,None,None,None,None,['srv[e]'],['Sorivudine'],['C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C=CBr']
2204,STCOATA,stearyl-ACP[acyl-carrier-protein] transferase,rxn05459,MNXR53368,None,2.3.1.180,None,None,"['coa[c]', 'ocdcaACP[c]']","['Coenzyme A', 'Octadecanoyl-ACP (n-C18:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
2205,STG_M3_GLCAASEepp,"Sitagliptin M3 (Ether Glucuronide Conjugate Of A Hydroxylated Derivative) beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,None,"['h2o[p]', 'stg_m3[p]']","['Water', 'Sitagliptin M3 (Ether Glucuronide Conjugate Of A Hydroxylated Derivative)']","['O', None]"
2206,STG_M3tex,Sitagliptin M3 (Ether Glucuronide Conjugate Of A Hydroxylated Derivative) diffusion extracellular to periplasm,None,None,None,None,None,None,['stg_m3[e]'],['Sitagliptin M3 (Ether Glucuronide Conjugate Of A Hydroxylated Derivative)'],[None]
2207,STG_M4_GLCAASEepp,"Sitagliptin M4 (N-Carbomyl Glucuronide Conjugate) beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,None,"['h2o[p]', 'h[p]', 'stg_m4[p]']","['Water', 'proton', 'Sitagliptin M4 (N-Carbomyl Glucuronide Conjugate)']","['O', '[H+]', None]"
2208,STG_M4tex,Sitagliptin M4 (N-Carbomyl Glucuronide Conjugate) diffusion extracellular to periplasm,None,None,None,None,None,None,['stg_m4[e]'],['Sitagliptin M4 (N-Carbomyl Glucuronide Conjugate)'],[None]
2209,STGtex,Sitagliptin diffusion extracellular to periplasm,None,None,None,None,None,None,['stg[e]'],['Sitagliptin'],['C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N']
2210,STN_ANTIGENtex,sialyl-Tn antigen diffusion extracellular to periplasm,None,None,None,None,None,None,['sTn_antigen[e]'],['sialyl-Tn antigen'],[None]
2211,STRCH1tex,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]}) diffusion extracellular to periplasm",None,None,None,None,None,None,['strch1[e]'],"['starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})']",[None]
2212,STRCH2tex,"starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]}) diffusion extracellular to periplasm",None,None,None,None,None,None,['strch2[e]'],"['starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})']",[None]
2213,STYSGH,a-galactosidase (stachyose),rxn02596,MNXR35877,None,3.2.1.22,GALS4,R03634; R06152,"['h2o[c]', 'stys[c]']","['Water', 'Stachyose']","['O', 'C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O']"
2214,STYSabcpp,"stachyose transport via ABC system (import), periplasmatic",None,None,None,None,None,None,"['atp[c]', 'h2o[c]', 'stys[p]']","['ATP', 'Water', 'Stachyose']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O']"
2215,STYStex,Stachyose diffusion extracellular to periplasm,None,None,None,None,None,None,['stys[e]'],['Stachyose'],['C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O']
2216,ST_ANTIGENtex,sialyl-T antigen diffusion extracellular to periplasm,None,None,None,None,None,None,['sT_antigen[e]'],['sialyl-T antigen'],[None]
2217,SUCBZL,o-succinylbenzoate-CoA ligase,rxn02831,MNXR4944,None,6.2.1.26,SUCBZL,R04030,"['atp[c]', 'coa[c]', 'sucbz[c]']","['ATP', 'Coenzyme A', 'o-Succinylbenzoate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', 'C1=CC=C(C(=C1)C(=O)CCC(=O)O)C(=O)O']"
2218,SUCBZS,O-succinylbenzoate-CoA synthase,rxn02832,MNXR4945,None,4.2.1.-,None,R04031,['2shchc[c]'],"['2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate']",['C1=CC(C(C(=C1)C(=O)CCC(=O)O)C(=O)O)O']
2219,SUCCITRDSs,N-succinyl-L-citrulline desuccinylase (spontaneous),None,None,None,None,None,None,"['h2o[c]', 'succitr_L[c]']","['Water', 'N-succinyl-L-citrulline']","['O', 'C(CC(C(=O)O)NC(=O)CCC(=O)O)CNC(=O)N']"
2220,SUCCt2rpp,"succinate transport via proton symport, periplasmatic",None,None,None,None,None,None,"['h[p]', 'succ[p]']","['proton', 'Succinate']","['[H+]', 'C(CC(=O)[O-])C(=O)[O-]']"
2221,SUCCtex,Succinate diffusion extracellular to periplasm,None,None,None,None,None,None,['succ[e]'],['Succinate'],['C(CC(=O)[O-])C(=O)[O-]']
2222,SUCD1i,succinate dehydrogenase,None,None,None,None,None,None,"['fad[c]', 'succ[c]']","['Flavin adenine dinucleotide oxidized', 'Succinate']","[None, 'C(CC(=O)[O-])C(=O)[O-]']"
2223,SUCD4,succinate dehyrdogenase,rxn10126,MNXR84240,None,1.3.99.1,SUCD4,None,"['fadh2[c]', 'q8[c]']","['Flavin adenine dinucleotide reduced', 'Ubiquinone-8']","['CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
2224,SUCDi,succinate dehydrogenase (irreversible),rxn06109,MNXR69008,None,1.3.5.2,None,R02164,"['q8[c]', 'succ[c]']","['Ubiquinone-8', 'Succinate']","['CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C', 'C(CC(=O)[O-])C(=O)[O-]']"
2225,SUCDimq,succinate dehydrogenase (irreversible) (menaquinone8),None,None,None,None,None,None,"['mqn8[c]', 'succ[c]']","['Menaquinone 8', 'Succinate']","['CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C', 'C(CC(=O)[O-])C(=O)[O-]']"
2226,SUCOAS,succinyl-CoA synthetase (ADP-forming),rxn00285,MNXR4958,None,6.2.1.5,LSC2; SUCOAS; SUCOAS1m; SUCOASm,R00405,"['atp[c]', 'coa[c]', 'succ[c]']","['ATP', 'Coenzyme A', 'Succinate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', 'C(CC(=O)[O-])C(=O)[O-]']"
2227,SUCR,sucrose hydrolyzing enzyme,rxn00575,MNXR93687,None,3.2.1.26,SUC2; SUCH; SUCR; SUCRe,R00801; R06087,"['h2o[c]', 'sucr[c]']","['Water', 'Sucrose']","['O', 'C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O']"
2228,SUCRt2pp,"sucrose transport in via proton symport, periplasmatic",None,None,None,None,None,None,"['h[p]', 'sucr[p]']","['proton', 'Sucrose']","['[H+]', 'C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O']"
2229,SUCRtex,Sucrose diffusion extracellular to periplasm,rxn09275,None,None,None,SUCRtex,None,['sucr[e]'],['Sucrose'],['C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O']
2230,SULRi,sulfite reductase (NADPH2),None,None,None,1.8.1.2,None,None,"['h[c]', 'nadph[c]', 'so3[c]']","['proton', 'Nicotinamide adenine dinucleotide phosphate - reduced', 'Sulfite']","['[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O', '[O-]S(=O)[O-]']"
2231,S_4OH_WARF_GLC_GLCAASEepp,"S-4-Hydroxywarfarin Glucuronate beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,None,"['S_4oh_warf_glc[p]', 'h2o[p]']","['S-4-Hydroxywarfarin Glucuronate', 'Water']","[None, 'O']"
2232,S_4OH_WARF_GLCtex,S-4-Hydroxywarfarin Glucuronate diffusion extracellular to periplasm,None,None,None,None,None,None,['S_4oh_warf_glc[e]'],['S-4-Hydroxywarfarin Glucuronate'],[None]
2233,S_4OH_WARFtex,S-4-Hydroxywarfarin diffusion extracellular to periplasm,None,None,None,None,None,None,['S_4oh_warf[e]'],['S-4-Hydroxywarfarin'],[None]
2234,S_6OH_WARF_GLC_GLCAASEepp,"S-6-Hydroxywarfarin Glucuronate beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,None,"['S_6oh_warf_glc[p]', 'h2o[p]']","['S-6-Hydroxywarfarin Glucuronate', 'Water']","[None, 'O']"
2235,S_6OH_WARF_GLCtex,S-6-Hydroxywarfarin Glucuronate diffusion extracellular to periplasm,None,None,None,None,None,None,['S_6oh_warf_glc[e]'],['S-6-Hydroxywarfarin Glucuronate'],[None]
2236,S_6OH_WARFtex,S-6-Hydroxywarfarin diffusion extracellular to periplasm,None,None,None,None,None,None,['S_6oh_warf[e]'],['S-6-Hydroxywarfarin'],['CC(=O)CC(C1=CC=CC=C1)C2=C(C3=C(C=CC(=C3)O)OC2=O)O']
2237,TAGURr,tagaturonate reductase,rxn01857,MNXR4977,None,1.1.1.58,TAGUR; TAGURr,R02555,"['altrn[c]', 'nad[c]']","['D-Altronate', 'Nicotinamide adenine dinucleotide']","['C(C(C(C(C(C(=O)[O-])O)O)O)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
2238,TALA,Transaldolase,rxn01333,MNXR104715,R01827,2.2.1.2,TAL; TALA,R01827; R08575,"['g3p[c]', 's7p[c]']","['Glyceraldehyde 3-phosphate', 'Sedoheptulose 7-phosphate']","['C(C(C=O)O)OP(=O)(O)O', 'C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)(O)O']"
2239,TAT_GLCAASEepp,"N-(2-Methyl-3-Chlorophenyl)-Anthranilic Acid beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,None,"['h2o[p]', 'tat[p]']","['Water', 'N-(2-Methyl-3-Chlorophenyl)-Anthranilic Acid']","['O', None]"
2240,TATtex,N-(2-Methyl-3-Chlorophenyl)-Anthranilic Acid diffusion extracellular to periplasm,None,None,None,None,None,None,['tat[e]'],['N-(2-Methyl-3-Chlorophenyl)-Anthranilic Acid'],[None]
2241,TDCOATA,tetradecanoyl-ACP[acyl-carrier-protein] transferase,rxn05457,MNXR53366,None,2.3.1.180,FAS1_6_c,None,"['coa[c]', 'myrsACP[c]']","['Coenzyme A', 'Myristoyl-ACP (n-C14:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
2242,TDPDRE,"DTDP-4-Dehydrorhamnose 3, 5-Epimerase",rxn02000,MNXR74752,None,5.1.3.13,TDPDRE; TDPDREi,R06514,['dtdp4d6dg[c]'],['dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-)'],['CC1C(=O)C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O']
2243,TDPDRRr,"dTDP-4-dehydrorhamnose reductase, reversible",rxn02003,MNXR69950,None,1.1.1.133,TDPDRR,R02777,"['dtdp4d6dm[c]', 'h[c]', 'nadph[c]']","['dTDP-4-dehydro-6-deoxy-L-mannose(2-)', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","['CC1C(=O)C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O', '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
2244,TDPGDH,"DTDPglucose 4, 6-Dehydratase",rxn01997,MNXR5009,None,4.2.1.46,TDPGDH,R06513,['dtdpglu[c]'],['dTDP-glucose(2-)'],['CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O']
2245,TDSK,Tetraacyldisaccharide 4kinase,rxn03181,MNXR5010,None,2.7.1.130,TDSK,R04657,"['atp[c]', 'lipidAds[c]']","['ATP', 'Lipid A Disaccharide']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OCC2C(C(C(C(O2)OP(=O)(O)O)NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O']"
2246,TECA1S140,"myristoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",rxn10290,MNXR28747,None,2.7.8.12,None,None,"['cdpglyc[c]', 'diglcpg140[c]']","['CDPglycerol', 'Diglucosyl-1,2 dimyristoylglycerol']","[None, None]"
2247,TECA1S160,"palmitoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",rxn10289,MNXR28746,None,2.7.8.12,None,None,"['cdpglyc[c]', 'diglcpg160[c]']","['CDPglycerol', 'Diglucosyl-1,2 dipalmitoylglycerol']","[None, None]"
2248,TECA1S180,"stearoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",rxn10291,MNXR28748,None,2.7.8.12,None,None,"['cdpglyc[c]', 'diglcpg180[c]']","['CDPglycerol', 'Diglucosyl-1,2 distearoylglycerol']","[None, None]"
2249,TECA1SAI15,"anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",rxn10296,MNXR28753,None,2.7.8.12,None,None,"['cdpglyc[c]', 'diglcpgai15[c]']","['CDPglycerol', 'Diglucosyl-1,2 dianteisopentadecanoylglycerol']","[None, None]"
2250,TECA1SAI17,"anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",rxn10293,MNXR28750,None,2.7.8.12,None,None,"['cdpglyc[c]', 'diglcpgai17[c]']","['CDPglycerol', 'Diglucosyl-1,2 dianteisoheptadecanoylglycerol']","[None, None]"
2251,TECA1SI14,"isotetradecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",rxn10294,MNXR28751,None,2.7.8.12,None,None,"['cdpglyc[c]', 'diglcpgi14[c]']","['CDPglycerol', 'Diglucosyl-1,2 diisotetradecanoylglycerol']","[None, None]"
2252,TECA1SI15,"isopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",rxn10295,MNXR28752,None,2.7.8.12,None,None,"['cdpglyc[c]', 'diglcpgi15[c]']","['CDPglycerol', 'Diglucosyl-1,2 diisopentadecanoylglycerol']","[None, None]"
2253,TECA1SI16,"isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",rxn10297,MNXR28754,None,2.7.8.12,None,None,"['cdpglyc[c]', 'diglcpgi16[c]']","['CDPglycerol', 'Diglucosyl-1,2 diisohexadecanoylglycerol']","[None, None]"
2254,TECA1SI17,"isoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted",rxn10292,MNXR28749,None,2.7.8.12,None,None,"['cdpglyc[c]', 'diglcpgi17[c]']","['CDPglycerol', 'Diglucosyl-1,2 diisoheptadecanoylglycerol']","[None, None]"
2255,TECA5S140,"myristoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",rxn10308,MNXR67455,None,2.7.8.-,None,None,"['myrstca1[c]', 'uacgam[c]']","['Myristoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
2256,TECA5S160,"palmitoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",rxn10307,MNXR67454,None,2.7.8.-,None,None,"['palmtca1[c]', 'uacgam[c]']","['Palmitoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
2257,TECA5S180,"stearoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",rxn10309,MNXR67456,None,2.7.8.-,None,None,"['sttca1[c]', 'uacgam[c]']","['Stearoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
2258,TECA5SAI15,"anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",rxn10314,MNXR67461,None,2.7.8.-,None,None,"['ai15tca1[c]', 'uacgam[c]']","['Anteisopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
2259,TECA5SAI17,"anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",rxn10311,MNXR67458,None,2.7.8.-,None,None,"['ai17tca1[c]', 'uacgam[c]']","['Anteisoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
2260,TECA5SI14,"isotetradecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",rxn10312,MNXR67459,None,2.7.8.-,None,None,"['i14tca1[c]', 'uacgam[c]']","['Isotetradecanoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
2261,TECA5SI15,"isopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",rxn10313,MNXR67460,None,2.7.8.-,None,None,"['i15tca1[c]', 'uacgam[c]']","['Isopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
2262,TECA5SI16,"isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",rxn10315,MNXR67462,None,2.7.8.-,None,None,"['i16tca1[c]', 'uacgam[c]']","['Isohexadecanoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
2263,TECA5SI17,"isoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",rxn10310,MNXR67457,None,2.7.8.-,None,None,"['i17tca1[c]', 'uacgam[c]']","['Isoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
2264,TEICH45,teichuronic acid n=45 unlinked GalNAc-GlcA repeated,rxn09996,MNXR67395,None,None,None,None,"['udpacgal[c]', 'udpglcur[c]']","['UDP-N-acetyl-D-galactosamine(2-)', 'UDP-D-glucuronate']","['CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O', 'C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O']"
2265,TGBPA,Tagatose-bisphosphate aldolase,rxn00787,MNXR51075,None,4.1.2.40,None,R01069,['tagdp_D[c]'],"['D-Tagatose 1,6-biphosphate']",[None]
2266,TGZ_GLC_GLCAASEepp,"Troglitazone Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,None,"['h2o[p]', 'tgz_glc[p]']","['Water', 'Troglitazone Glucuronide']","['O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C)OC5C(C(C(C(O5)C(=O)O)O)O)O)C']"
